,reaction_id,reaction_type,product_id,reactant_ids,product_smiles,reactant_smiles,product_mol,reactant_mols,reaction_smiles,participating_compounds
17421,17422,Amidation,17864,"{17485, 455}",CN(C(=O)C1(C#N)CCC1)c1cccc(O)c1,"{'N#CC1(C(=O)O)CCC1', 'CNc1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f143130>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edb00a590>, <rdkit.Chem.rdchem.Mol object at 0x7f6edb00a5e0>}",N#CC1(C(=O)O)CCC1.CNc1cccc(O)c1>>CN(C(=O)C1(C#N)CCC1)c1cccc(O)c1,"{'N#CC1(C(=O)O)CCC1', 'CNc1cccc(O)c1', 'CN(C(=O)C1(C#N)CCC1)c1cccc(O)c1'}"
17422,17423,Williamson_ether_synthesis,17865,"{17864, 16258}",CN(C(=O)C1(C#N)CCC1)c1cccc(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CN(C(=O)C1(C#N)CCC1)c1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f143180>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edb00a680>, <rdkit.Chem.rdchem.Mol object at 0x7f6edb00a630>}",O=C(CCl)N1CCOCC1.CN(C(=O)C1(C#N)CCC1)c1cccc(O)c1>>CN(C(=O)C1(C#N)CCC1)c1cccc(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CN(C(=O)C1(C#N)CCC1)c1cccc(OCC(=O)N2CCOCC2)c1', 'CN(C(=O)C1(C#N)CCC1)c1cccc(O)c1'}"
17437,17438,Amidation,17881,"{17880, 147}",CCN(C(=O)C1(C#N)CC1)c1cccc(O)c1,"{'N#CC1(C(=O)O)CC1', 'CCNc1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f143630>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edb00af90>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f90040>}",N#CC1(C(=O)O)CC1.CCNc1cccc(O)c1>>CCN(C(=O)C1(C#N)CC1)c1cccc(O)c1,"{'CCN(C(=O)C1(C#N)CC1)c1cccc(O)c1', 'N#CC1(C(=O)O)CC1', 'CCNc1cccc(O)c1'}"
17438,17439,Williamson_ether_synthesis,17882,"{17881, 16258}",CCN(C(=O)C1(C#N)CC1)c1cccc(OCC(=O)N2CCOCC2)c1,"{'CCN(C(=O)C1(C#N)CC1)c1cccc(O)c1', 'O=C(CCl)N1CCOCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f143680>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f90090>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f900e0>}",CCN(C(=O)C1(C#N)CC1)c1cccc(O)c1.O=C(CCl)N1CCOCC1>>CCN(C(=O)C1(C#N)CC1)c1cccc(OCC(=O)N2CCOCC2)c1,"{'CCN(C(=O)C1(C#N)CC1)c1cccc(O)c1', 'O=C(CCl)N1CCOCC1', 'CCN(C(=O)C1(C#N)CC1)c1cccc(OCC(=O)N2CCOCC2)c1'}"
17469,17470,Amidation,17914,"{208, 17913}",CCC(C#N)C(=O)Nc1cc(OC)ccc1O,"{'CCC(C#N)C(=O)O', 'COc1ccc(O)c(N)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f149090>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f964a0>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f96450>}",CCC(C#N)C(=O)O.COc1ccc(O)c(N)c1>>CCC(C#N)C(=O)Nc1cc(OC)ccc1O,"{'CCC(C#N)C(=O)Nc1cc(OC)ccc1O', 'CCC(C#N)C(=O)O', 'COc1ccc(O)c(N)c1'}"
17470,17471,Williamson_ether_synthesis,17915,"{16258, 17914}",CCC(C#N)C(=O)Nc1cc(OC)ccc1OCC(=O)N1CCOCC1,"{'CCC(C#N)C(=O)Nc1cc(OC)ccc1O', 'O=C(CCl)N1CCOCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f1490e0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f96540>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f964f0>}",CCC(C#N)C(=O)Nc1cc(OC)ccc1O.O=C(CCl)N1CCOCC1>>CCC(C#N)C(=O)Nc1cc(OC)ccc1OCC(=O)N1CCOCC1,"{'CCC(C#N)C(=O)Nc1cc(OC)ccc1O', 'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1cc(OC)ccc1OCC(=O)N1CCOCC1'}"
17528,17529,Amidation,17973,"{17473, 637}",CCC(C#N)(CC)C(=O)Nc1cccc(O)c1,"{'Nc1cccc(O)c1', 'CCC(C#N)(CC)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f14d360>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2fa4a40>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2fa49f0>}",Nc1cccc(O)c1.CCC(C#N)(CC)C(=O)O>>CCC(C#N)(CC)C(=O)Nc1cccc(O)c1,"{'Nc1cccc(O)c1', 'CCC(C#N)(CC)C(=O)Nc1cccc(O)c1', 'CCC(C#N)(CC)C(=O)O'}"
17529,17530,Williamson_ether_synthesis,17974,"{16258, 17973}",CCC(C#N)(CC)C(=O)Nc1cccc(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)(CC)C(=O)Nc1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f14d3b0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2fa4a90>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2fa4ae0>}",O=C(CCl)N1CCOCC1.CCC(C#N)(CC)C(=O)Nc1cccc(O)c1>>CCC(C#N)(CC)C(=O)Nc1cccc(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)(CC)C(=O)Nc1cccc(O)c1', 'CCC(C#N)(CC)C(=O)Nc1cccc(OCC(=O)N2CCOCC2)c1'}"
17626,17627,Amidation,18071,"{208, 17602}",CCC(C#N)C(=O)Nc1ccc(O)c(OC)c1,"{'CCC(C#N)C(=O)O', 'COc1cc(N)ccc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0d82c0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2fbf900>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2fbf8b0>}",CCC(C#N)C(=O)O.COc1cc(N)ccc1O>>CCC(C#N)C(=O)Nc1ccc(O)c(OC)c1,"{'CCC(C#N)C(=O)O', 'CCC(C#N)C(=O)Nc1ccc(O)c(OC)c1', 'COc1cc(N)ccc1O'}"
17627,17628,Williamson_ether_synthesis,18072,"{16258, 18071}",CCC(C#N)C(=O)Nc1ccc(OCC(=O)N2CCOCC2)c(OC)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1ccc(O)c(OC)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0d8310>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2fbf9a0>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2fbf950>}",O=C(CCl)N1CCOCC1.CCC(C#N)C(=O)Nc1ccc(O)c(OC)c1>>CCC(C#N)C(=O)Nc1ccc(OCC(=O)N2CCOCC2)c(OC)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1ccc(OCC(=O)N2CCOCC2)c(OC)c1', 'CCC(C#N)C(=O)Nc1ccc(O)c(OC)c1'}"
17648,17649,Amidation,18094,"{17602, 222}",COc1cc(NC(=O)C(C)(C)C#N)ccc1O,"{'CC(C)(C#N)C(=O)O', 'COc1cc(N)ccc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0d89a0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2fc7720>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2fc76d0>}",CC(C)(C#N)C(=O)O.COc1cc(N)ccc1O>>COc1cc(NC(=O)C(C)(C)C#N)ccc1O,"{'CC(C)(C#N)C(=O)O', 'COc1cc(NC(=O)C(C)(C)C#N)ccc1O', 'COc1cc(N)ccc1O'}"
17649,17650,Williamson_ether_synthesis,18095,"{16258, 18094}",COc1cc(NC(=O)C(C)(C)C#N)ccc1OCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'COc1cc(NC(=O)C(C)(C)C#N)ccc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0d89f0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2fc77c0>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2fc7770>}",O=C(CCl)N1CCOCC1.COc1cc(NC(=O)C(C)(C)C#N)ccc1O>>COc1cc(NC(=O)C(C)(C)C#N)ccc1OCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'COc1cc(NC(=O)C(C)(C)C#N)ccc1OCC(=O)N1CCOCC1', 'COc1cc(NC(=O)C(C)(C)C#N)ccc1O'}"
17670,17671,Amidation,18116,"{208, 17607}",CCC(C#N)C(=O)Nc1cc(O)c(F)cc1F,"{'Nc1cc(O)c(F)cc1F', 'CCC(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0de0e0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2fcc540>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2fcc4f0>}",Nc1cc(O)c(F)cc1F.CCC(C#N)C(=O)O>>CCC(C#N)C(=O)Nc1cc(O)c(F)cc1F,"{'Nc1cc(O)c(F)cc1F', 'CCC(C#N)C(=O)O', 'CCC(C#N)C(=O)Nc1cc(O)c(F)cc1F'}"
17671,17672,Williamson_ether_synthesis,18117,"{16258, 18116}",CCC(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)c(F)cc1F,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1cc(O)c(F)cc1F'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0de130>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2fcc590>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2fcc5e0>}",O=C(CCl)N1CCOCC1.CCC(C#N)C(=O)Nc1cc(O)c(F)cc1F>>CCC(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)c(F)cc1F,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1cc(O)c(F)cc1F', 'CCC(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)c(F)cc1F'}"
17706,17707,Amidation,18152,"{222, 17607}",CC(C)(C#N)C(=O)Nc1cc(O)c(F)cc1F,"{'Nc1cc(O)c(F)cc1F', 'CC(C)(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0dec20>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f54c20>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f54bd0>}",Nc1cc(O)c(F)cc1F.CC(C)(C#N)C(=O)O>>CC(C)(C#N)C(=O)Nc1cc(O)c(F)cc1F,"{'Nc1cc(O)c(F)cc1F', 'CC(C)(C#N)C(=O)O', 'CC(C)(C#N)C(=O)Nc1cc(O)c(F)cc1F'}"
17707,17708,Williamson_ether_synthesis,18153,"{18152, 16258}",CC(C)(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)c(F)cc1F,"{'O=C(CCl)N1CCOCC1', 'CC(C)(C#N)C(=O)Nc1cc(O)c(F)cc1F'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0dec70>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f54cc0>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f54c70>}",O=C(CCl)N1CCOCC1.CC(C)(C#N)C(=O)Nc1cc(O)c(F)cc1F>>CC(C)(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)c(F)cc1F,"{'O=C(CCl)N1CCOCC1', 'CC(C)(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)c(F)cc1F', 'CC(C)(C#N)C(=O)Nc1cc(O)c(F)cc1F'}"
17720,17721,Amidation,18166,"{222, 17527}",COc1ccc(NC(=O)C(C)(C)C#N)cc1O,"{'COc1ccc(N)cc1O', 'CC(C)(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0e30e0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f5b540>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f5b4f0>}",COc1ccc(N)cc1O.CC(C)(C#N)C(=O)O>>COc1ccc(NC(=O)C(C)(C)C#N)cc1O,"{'COc1ccc(N)cc1O', 'COc1ccc(NC(=O)C(C)(C)C#N)cc1O', 'CC(C)(C#N)C(=O)O'}"
17721,17722,Williamson_ether_synthesis,18167,"{16258, 18166}",COc1ccc(NC(=O)C(C)(C)C#N)cc1OCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'COc1ccc(NC(=O)C(C)(C)C#N)cc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0e3130>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f5b590>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f5b5e0>}",O=C(CCl)N1CCOCC1.COc1ccc(NC(=O)C(C)(C)C#N)cc1O>>COc1ccc(NC(=O)C(C)(C)C#N)cc1OCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'COc1ccc(NC(=O)C(C)(C)C#N)cc1O', 'COc1ccc(NC(=O)C(C)(C)C#N)cc1OCC(=O)N1CCOCC1'}"
17724,17725,Amidation,18170,"{208, 17527}",CCC(C#N)C(=O)Nc1ccc(OC)c(O)c1,"{'COc1ccc(N)cc1O', 'CCC(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0e3220>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f5b7c0>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f5b770>}",COc1ccc(N)cc1O.CCC(C#N)C(=O)O>>CCC(C#N)C(=O)Nc1ccc(OC)c(O)c1,"{'COc1ccc(N)cc1O', 'CCC(C#N)C(=O)O', 'CCC(C#N)C(=O)Nc1ccc(OC)c(O)c1'}"
17725,17726,Williamson_ether_synthesis,18171,"{16258, 18170}",CCC(C#N)C(=O)Nc1ccc(OC)c(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1ccc(OC)c(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0e3270>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f5b810>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f5b860>}",O=C(CCl)N1CCOCC1.CCC(C#N)C(=O)Nc1ccc(OC)c(O)c1>>CCC(C#N)C(=O)Nc1ccc(OC)c(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1ccc(OC)c(OCC(=O)N2CCOCC2)c1', 'CCC(C#N)C(=O)Nc1ccc(OC)c(O)c1'}"
17762,17763,Amidation,18208,"{17521, 603}",Cc1c(O)cccc1NC(=O)C1(C#N)CCCC1,"{'N#CC1(C(=O)O)CCCC1', 'Cc1c(N)cccc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0e3e00>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f61f90>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f68040>}",N#CC1(C(=O)O)CCCC1.Cc1c(N)cccc1O>>Cc1c(O)cccc1NC(=O)C1(C#N)CCCC1,"{'N#CC1(C(=O)O)CCCC1', 'Cc1c(O)cccc1NC(=O)C1(C#N)CCCC1', 'Cc1c(N)cccc1O'}"
17763,17764,Williamson_ether_synthesis,18209,"{18208, 16258}",Cc1c(NC(=O)C2(C#N)CCCC2)cccc1OCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'Cc1c(O)cccc1NC(=O)C1(C#N)CCCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0e3e50>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f68090>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f680e0>}",O=C(CCl)N1CCOCC1.Cc1c(O)cccc1NC(=O)C1(C#N)CCCC1>>Cc1c(NC(=O)C2(C#N)CCCC2)cccc1OCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'Cc1c(O)cccc1NC(=O)C1(C#N)CCCC1', 'Cc1c(NC(=O)C2(C#N)CCCC2)cccc1OCC(=O)N1CCOCC1'}"
17794,17795,Amidation,18241,"{637, 17485}",CCC(C#N)(CC)C(=O)N(C)c1cccc(O)c1,"{'CNc1cccc(O)c1', 'CCC(C#N)(CC)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0e9860>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f704a0>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f70450>}",CNc1cccc(O)c1.CCC(C#N)(CC)C(=O)O>>CCC(C#N)(CC)C(=O)N(C)c1cccc(O)c1,"{'CNc1cccc(O)c1', 'CCC(C#N)(CC)C(=O)N(C)c1cccc(O)c1', 'CCC(C#N)(CC)C(=O)O'}"
17795,17796,Williamson_ether_synthesis,18242,"{18241, 16258}",CCC(C#N)(CC)C(=O)N(C)c1cccc(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)(CC)C(=O)N(C)c1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0e98b0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f70540>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f704f0>}",O=C(CCl)N1CCOCC1.CCC(C#N)(CC)C(=O)N(C)c1cccc(O)c1>>CCC(C#N)(CC)C(=O)N(C)c1cccc(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)(CC)C(=O)N(C)c1cccc(OCC(=O)N2CCOCC2)c1', 'CCC(C#N)(CC)C(=O)N(C)c1cccc(O)c1'}"
17848,17849,Amidation,18295,"{603, 17485}",CN(C(=O)C1(C#N)CCCC1)c1cccc(O)c1,"{'N#CC1(C(=O)O)CCCC1', 'CNc1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0f09a0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f7c720>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f7c6d0>}",N#CC1(C(=O)O)CCCC1.CNc1cccc(O)c1>>CN(C(=O)C1(C#N)CCCC1)c1cccc(O)c1,"{'CN(C(=O)C1(C#N)CCCC1)c1cccc(O)c1', 'N#CC1(C(=O)O)CCCC1', 'CNc1cccc(O)c1'}"
17849,17850,Williamson_ether_synthesis,18296,"{16258, 18295}",CN(C(=O)C1(C#N)CCCC1)c1cccc(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CN(C(=O)C1(C#N)CCCC1)c1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0f09f0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f7c7c0>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f7c770>}",O=C(CCl)N1CCOCC1.CN(C(=O)C1(C#N)CCCC1)c1cccc(O)c1>>CN(C(=O)C1(C#N)CCCC1)c1cccc(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CN(C(=O)C1(C#N)CCCC1)c1cccc(O)c1', 'CN(C(=O)C1(C#N)CCCC1)c1cccc(OCC(=O)N2CCOCC2)c1'}"
17862,17863,Amidation,18309,"{17488, 637}",CCC(C#N)(CC)C(=O)Nc1cc(O)ccc1C,"{'Cc1ccc(O)cc1N', 'CCC(C#N)(CC)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0f0e00>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f7cf90>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f82040>}",Cc1ccc(O)cc1N.CCC(C#N)(CC)C(=O)O>>CCC(C#N)(CC)C(=O)Nc1cc(O)ccc1C,"{'CCC(C#N)(CC)C(=O)Nc1cc(O)ccc1C', 'Cc1ccc(O)cc1N', 'CCC(C#N)(CC)C(=O)O'}"
17863,17864,Williamson_ether_synthesis,18310,"{16258, 18309}",CCC(C#N)(CC)C(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1C,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)(CC)C(=O)Nc1cc(O)ccc1C'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0f0e50>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f82090>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f820e0>}",O=C(CCl)N1CCOCC1.CCC(C#N)(CC)C(=O)Nc1cc(O)ccc1C>>CCC(C#N)(CC)C(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1C,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)(CC)C(=O)Nc1cc(O)ccc1C', 'CCC(C#N)(CC)C(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1C'}"
17941,17942,Amidation,18388,"{17480, 637}",CCC(C#N)(CC)C(=O)Nc1cc(O)cc(O)c1,"{'Nc1cc(O)cc(O)c1', 'CCC(C#N)(CC)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0fa770>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f182c0>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f18270>}",Nc1cc(O)cc(O)c1.CCC(C#N)(CC)C(=O)O>>CCC(C#N)(CC)C(=O)Nc1cc(O)cc(O)c1,"{'CCC(C#N)(CC)C(=O)Nc1cc(O)cc(O)c1', 'Nc1cc(O)cc(O)c1', 'CCC(C#N)(CC)C(=O)O'}"
17942,17943,Williamson_ether_synthesis,18389,"{16258, 18388}",CCC(C#N)(CC)C(=O)Nc1cc(O)cc(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)(CC)C(=O)Nc1cc(O)cc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0fa7c0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f18310>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f18360>}",O=C(CCl)N1CCOCC1.CCC(C#N)(CC)C(=O)Nc1cc(O)cc(O)c1>>CCC(C#N)(CC)C(=O)Nc1cc(O)cc(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)(CC)C(=O)Nc1cc(O)cc(O)c1', 'CCC(C#N)(CC)C(=O)Nc1cc(O)cc(OCC(=O)N2CCOCC2)c1'}"
17959,17960,Amidation,18406,"{17480, 603}",N#CC1(C(=O)Nc2cc(O)cc(O)c2)CCCC1,"{'Nc1cc(O)cc(O)c1', 'N#CC1(C(=O)O)CCCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0fad10>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f18e00>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f18db0>}",Nc1cc(O)cc(O)c1.N#CC1(C(=O)O)CCCC1>>N#CC1(C(=O)Nc2cc(O)cc(O)c2)CCCC1,"{'N#CC1(C(=O)Nc2cc(O)cc(O)c2)CCCC1', 'Nc1cc(O)cc(O)c1', 'N#CC1(C(=O)O)CCCC1'}"
17960,17961,Williamson_ether_synthesis,18407,"{16258, 18406}",N#CC1(C(=O)Nc2cc(O)cc(OCC(=O)N3CCOCC3)c2)CCCC1,"{'O=C(CCl)N1CCOCC1', 'N#CC1(C(=O)Nc2cc(O)cc(O)c2)CCCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f0fad60>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f18ea0>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f18e50>}",O=C(CCl)N1CCOCC1.N#CC1(C(=O)Nc2cc(O)cc(O)c2)CCCC1>>N#CC1(C(=O)Nc2cc(O)cc(OCC(=O)N3CCOCC3)c2)CCCC1,"{'O=C(CCl)N1CCOCC1', 'N#CC1(C(=O)Nc2cc(O)cc(O)c2)CCCC1', 'N#CC1(C(=O)Nc2cc(O)cc(OCC(=O)N3CCOCC3)c2)CCCC1'}"
17997,17998,Amidation,18444,"{17491, 637}",CCC(C#N)(CC)C(=O)Nc1ccc(C)c(O)c1,"{'Cc1ccc(N)cc1O', 'CCC(C#N)(CC)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f100950>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f25680>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f25630>}",Cc1ccc(N)cc1O.CCC(C#N)(CC)C(=O)O>>CCC(C#N)(CC)C(=O)Nc1ccc(C)c(O)c1,"{'Cc1ccc(N)cc1O', 'CCC(C#N)(CC)C(=O)Nc1ccc(C)c(O)c1', 'CCC(C#N)(CC)C(=O)O'}"
17998,17999,Williamson_ether_synthesis,18445,"{16258, 18444}",CCC(C#N)(CC)C(=O)Nc1ccc(C)c(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)(CC)C(=O)Nc1ccc(C)c(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f1009a0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f25720>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f256d0>}",O=C(CCl)N1CCOCC1.CCC(C#N)(CC)C(=O)Nc1ccc(C)c(O)c1>>CCC(C#N)(CC)C(=O)Nc1ccc(C)c(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)(CC)C(=O)Nc1ccc(C)c(OCC(=O)N2CCOCC2)c1', 'CCC(C#N)(CC)C(=O)Nc1ccc(C)c(O)c1'}"
18035,18036,Amidation,18482,"{455, 17527}",COc1ccc(NC(=O)C2(C#N)CCC2)cc1O,"{'N#CC1(C(=O)O)CCC1', 'COc1ccc(N)cc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f106590>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ed2f2dea0>, <rdkit.Chem.rdchem.Mol object at 0x7f6ed2f2de50>}",N#CC1(C(=O)O)CCC1.COc1ccc(N)cc1O>>COc1ccc(NC(=O)C2(C#N)CCC2)cc1O,"{'N#CC1(C(=O)O)CCC1', 'COc1ccc(N)cc1O', 'COc1ccc(NC(=O)C2(C#N)CCC2)cc1O'}"
